text,label
"Aπό χθες το πρωι δεν υπαρχει και δεν ξεκιναει κανενα τρολει απο την  αφετηρια ΛΑΜΠΡΙΝΗ στο ΓΑΛΑΤΣΙ παραλο που οι δρομο εχουν καθαριστει πληρως. 
Αυτο εκτος αυτο αυτοψια που σας προκαλω να κανετε μπορει να σας το επιβεβαιωσει και ο δημαρχος ΓΑΛΑΤΣΙΟΥ. 
1/ Επιπλεον δεν υπαρχει ΚΑΜΙΑ πληροφορηση σχετικα με το απο που ξενικανει το τρολει 14 και μεχρι που πηγαινει.   
2/ Για ποιον λογο υπαρχει το site εαν δεν μπορει να παρεχει σαφεις οδηγιες για τις αλλαγες των δρομολογιων; 
3/ Για οσοι απαντουν στο 11185 λενε μονο οτι ξεκιναει απο ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ και τιποτα αλλο; 
4/ Ειμαι υποχρεωμενη να βγω  στην ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ και να ψαχνω το 14, ειναι υπευθυνη , σοβαρη και πληρης πληροφορηση αυτη; 
Πρεπει να καταλαβετε επιτελους πως δεν εχει ολος ο κοσμος αυτοκινητα και λεφτα για  να πηγαινοερχεται στην δουλεια του. 
ζητω αποζημιωσει για οσες φορες πηρα ταξι εξαιτιας της ελλειπους πληροφορησης. 

ΑΝΑΜΕΝΩ ΑΜΕΣΗ ΑΠΑΝΤΗΣΗ ΣΑς, 
ΕΠΙΦΥΛΛΑΣΟΜΑΙ ΠΑΝΤΩΣ ΝΟΜΙΜΟΥ ΔΙΚΑΙΩΜΑΤΟΣ ΜΟΥ 
ΕΛΕΥΘΕΡΙΑΔΟΥ ΕΥΗ 
6937626969",20
"Άλλο πράγμα κυρίες και κύριοι τού ΟΑΣΑ η απόσυρση τών οι λεωφορείων νωρίτερα και άλλο να περιμένουμε μια ώρα και το λεωφορείο 308, να περάσει από τήν 3η Αγίας Τριάδας καί τελικά νά μήν περνάει ποτέ. Ως αποτέλεσμα έτυχε και αναγκαστικά στον γυρισμό με ταξί να τό πετύχουμε μπροστά μας, ΣΤΟΝ κόμβο γλυκών νερών, πού σήμαινε ότι δεν πέρασε ποτέ μέσα από τήν Παιανία. Απαράδεκτη η μη ενημέρωση τού κοινού κυρίοι. Ειδικά σε αλλαγή διαδρομής μόνο για τήν μια κατεύθυνση καθώς τά 2 δρομολόγια στη μία ώρα αναμονής με κατεύθυνση προς Κορωπί πέρασαν κανονικά απέναντι μου",12
"Καλησπέρα,

στις 24/1/22 και ώρα 05:49, κατέβαλα 1,20 ευρώ σε ένα αυτόματο εκδοτήριο στον Άγιο Ιωάννη αλλά το εισιτηριο δεν αναγνωριζόταν απο την συσκευή εισόδου. ο αριθμος του εισιτηρίου είναι : F804865482D96D80 .  Στην κατοχή μου έχω και την απόδειξη αν χρειαστεί. Μπορείτε να μου πείτε γιατί υπήρξε αυτό το πρόβλημα? Σας ευχαριστώ.",21
"Καλησπέρα σας
Περί 20 : 50 και ενώ βρισκόμουν εντός του λεωφορείου 822 με κατεύθυνση προς το τέρμα που βρίσκεται στην οδό Κύπρου, Περιστέρι, σταμάτησε ο οδηγός ξαφνικά το λεωφορείο στο ενδιάμεσο της διαδρομής πριν την τελευταία στάση και μετά ήταν το τέρμα (Δηλ. δυόμιση σιάσεις πριν) και με απρεπείς τρόπο απαίτησε να κατεβούμε γιατί δεν πήγαινε. 
Αφού του εξήγησα πως θα έπρεπε στο σταθμό Αγίου Αντωνίου να μας ενημερώσει πως δεν θα πήγαινε στο τέρμα και να κατεβούμε εκεί.
Όταν του είπα πως δεν μπορώ να κατέβω όπου αυτός θέλει, γιατί είμαι μακριά από το τέρμα, έκοψε εκτός της γραμμής του από κάποιο στενό για να πλησιάσει το τέρμα και σταμάτησε εκεί για να κατέβουμε.
Το θεωρώ ανεπίτρεπτων αυτό το όλο θέμα.
Παρακαλώ για τις ενέργειές σας - εξηγήσεις σας γιατί συνέβη αυτό.
Είναι απαράδεκτο. Θα πρέπει οι οδηγοί σας να καταλάβουν ότι μεταφέρουν κόσμο και όχι ζώα.
Ευχαριστώ θερμά.",22
"ΚΑΛΗΜΕΡΑ ΣΑΣ
ΣΗΜΕΡΑ 27.1.22 ΑΠΟ 8:00 ΠΜ ΠΕΡΙΜΕΝΩ ΤΟ ΛΕΩΦΟΡΕΙΟ 035 - ΣΤΑΣΗ ΣΚΥΡΟΥ ΝΑ ΠΕΡΑΣΕΙ ΚΑΙ ΔΕΝ ΕΚΤΕΛΕΙΤΑΙ ΚΑΝΕΝΑ ΔΡΟΜΟΛΟΓΙΟ. 

ΠΑΡΑΚΑΛΩ ΕΝΗΜΕΡΩΣΤΕ ΜΕ ΓΙΑ ΠΟΙΟ ΛΟΓΟ.

ΑΥΡΙΟ ΘΑ ΕΧΕΙ ΚΑΝΟΝΙΚΑ?",23
"Επανειλημμένα στο σταθμό ΜΟΣΧΑΤΟΥ και στο σταθμό ΚΑΛΛΙΘΕΑΣ τις πρωινές ωρες εισέρχονται άτομα ( ημεδαποί και αλλοδαποί)τα οποία δεν έχουν εισητήριο . Εκμεταλλεύονται τη χρονοκαθυστέρηση που έχουν οι θυρίδες διέλευσης όταν κάποιος χρησιμοποιήσει το εισητήριό του, καθως βρίσκονται ακριβώς από πίσω του, και με τον τρόπο αυτό χρησιμοποιούν δωρεάν τους συρμούς. Σε παρατήρηση δε που τους γίνεται από διερχόμενο πολίτη η συνηθισμένη απάντηση είναι «τι σε νοιάζει». Η εν λόγω καταγγελία προωθήθηκε και στην ΣΤΑΣΥ από την οποία ενημερώθηκα ότι ότι το θέμα της παράνομης διέλευσης δεύτερου ή και τρίτου επιβάτη από μια ανοικτή πύλη, εκμεταλλευόμενοι την επικύρωση εισιτηρίου ή κάρτας άλλου επιβάτη, είναι αρμοδιότητα του Οργανισμού Αστικών Συγκοινωνιών της Αθήνας (ΟΑΣΑ). Παρακαλώ για την προσοχή σας στο ζήτημα, το οποίο πλέον θεωρείται ως κάτι συνηθισμένο  ενώ  παράλληλα λειτουργεί ανασταλτικά και για πόσους επιθυμούν να χρησιμοποιούν νόμιμα τους συρμούς . Ευχαριστώ εκ των προτέρων",24
Πρέπει να μετά κινηθώ στη εργασία μου στο Λαϊκό νοσοκομείο.,25
"Καλημέρα σας.
Σας πληροφορώ ότι στο τέρμα της γραμμής 15 (οδός Βαφειοχωρίου) έχουν πέσει κλαδιά πάνω στα καλώδια της γραμμής με αποτέλεσμα να δημοουργείται πρόβλημα τόσο για τη κίνηση του τρόλεϋ όσο και συη κίνηση των ΙΧ.",26
ΘΑ ΗΘΕΛΑ ΝΑ ΕΝΗΜΕΡΩΘΩ ΠΟΙΟΣ ΔΙΝΕΙ  ΕΝΤΟΛΗ ΚΑΙ ΜΕ  ΠΟΙΑ ΛΟΓΙΚΗ ΝΑ ΓΙΝΕΙ  ΣΤΑΣΗ ΕΡΓΑΣΙΑΣ ΛΟΓΩ ΚΑΙΡΙΚΩΝ ΦΑΙΝΟΜΕΝΩΝ ΟΤΑΝ  Η  ΔΡΟΜΗ  ΕΙΝΑΙ ΛΕΙΤΟΥΡΓΙΚΗ ΧΩΡΙΣ ΠΑΓΟ ΚΑΙ ΑΠΟΛΥΤΑ ΠΡΟΣΒΑΣΙΜΗ ΚΑΙ  ΟΜΑΛΗ ΣΤΗΝ ΚΥΚΛΟΦΟΡΙΑ  ΜΕΧΡΙ  Κ ΑΥΤΗΝ ΤΗΝ ΩΡΑ 15-10,2
Σας ενημερώνω ότι δεν πραγματοποιήθηκε το δρομολόγιο της συγκεκριμένης γραμμής και ώρα 10 επιπρόσθετα δεν υπάρχει κίνηση ούτε χιονόπτωση που να δικαιολογεί την μη πραγματοποίηση δρομολογίων,27
"Καλημέρα σας,
Για μια ακόμη φορά,το προγραμματισμένο δρομολόγιο που ξεκινά από την αφετηρία της Καλλιθέας στις 8:45 ""δεν ήρθε"", όπως αναφέρει για άλλη μια φορά ο οδηγός.Με αποτέλεσμα να καθυστερούμε στις δουλειές μας γιατί στο πρόγραμμα το δρομολόγιο υπάρχει κανονικά.Εναλλαξ αυτό συμβαίνει και με το δρομολόγιο που ξεκινά 8:30.
Εάν αυτό συνεχιστεί χωρίς αντίστοιχη ενημέρωση στο σάιτ της εταιρείας,θα προχωρήσω σε επίσημη καταγγελία.
Οι οδηγοί σας,αναφέρουν ότι διοχετεύονται τα δρομολόγια σε πιο κεντρικά σημεία κατά το δοκούν της εταιρείας.",28
"ΣΤΙΣ 22/01/2022 ΗΜΕΡΑ  ΣΑΒΒΑΤΟ ΤΟ ΑΠΟΓΕΥΜΑ ΣΤΙΣ 20.15 Ο ΓΙΟΣ ΜΟΥ ΜΕ ΕΝΑΝ ΦΙΛΟ ΤΟΥ  ΒΡΙΣΚΟΜΕΝΟΙ ΣΤΗ ΣΤΑΣΗ ΓΥΜΝΑΣΙΟ ΚΑΙ ΠΕΡΙΜΕΝΟΝΤΑΣ ΤΟ ΛΕΩΦΟΡΕΙΟ ΜΕ ΚΑΤΕΥΘΥΝΣΗ  ΑΠΟ ΠΕΙΡΑΙΑ ΠΡΟΣ ΕΛΕΥΣΙΝΑ ΓΡΑΜΜΗ 845 ΜΕΤΑ ΑΠΟ ΝΕΥΜΑ ΣΤΟΝ ΟΔΗΓΟ ΝΑ ΣΤΑΜΑΤΗΣΕΙ ,ΕΚΕΙΝΟΣ ΧΩΡΙΣ ΚΑΝΕΝΑ ΔΙΣΤΑΓΜΟ ΚΑΙ ΕΝΤΕΛΩΣ ΕΠΙΔΕΙΚΤΙΚΑ ,ΤΟΥΣ ΑΓΝΟΗΣΕ ΜΕ ΑΠΟΤΕΛΕΣΜΑ ΝΑ ΧΑΣΟΥΝ ΤΟ ΛΕΩΦΟΡΕΙΟ ΝΑ ΠΑΡΑΜΕΙΝΟΥΝ ΣΤΟ ΔΡΙΜΥ ΨΥΧΟΣ  ΝΑ ΥΠΟΧΡΕΩΘΟΥΝ ΝΑ ΠΑΡΟΥΝ ΤΑΞΙ ΚΑΙ ΕΝΤΕΛΕΙ ΝΑ ΧΑΣΟΥΝ ΤΟ ΡΑΝΤΕΒΟΥ ΤΟΥΣ ΤΟ ΟΠΟΙΟ ΗΤΑΝ ΜΕΓΑΛΗΣ ΣΗΜΑΣΙΑΣ .ΘΑ ΗΘΕΛΑ ΠΑΡΑΚΑΛΩ ΤΟ ΟΝΟΜΑ ΚΑΙ ΤΑ ΛΟΙΠΑ ΣΤΟΙΧΕΙΑ ΤΟΥ ΕΝ ΛΟΓΩ ΟΔΗΓΟΥ , ΤΟΝ ΟΠΟΙΟ ΘΕΩΡΩ ΥΠΑΙΤΙΟ ΓΙΑ ΤΗΝ ΚΑΚΗ ΑΥΤΗ ΣΤΙΓΜΗ .ΕΠΙΣΗΣ ΘΑ ΗΘΕΛΑ ΤΗΝ ΑΥΤΕΠΑΓΓΕΛΤΗ ΣΥΣΤΑΣΗ  ΑΠΟ ΤΟΝ ΟΑΣΑ  ΠΡΟΣ ΤΟΝ ΚΑΚΟ ΑΥΤΟΝ , ΚΑΤΑ ΤΑ ΑΛΛΑ ΕΠΑΓΓΕΛΜΑΤΙΑ ΟΔΗΓΟ , Ο ΟΠΟΙΟΣ ΣΥΝΕΒΑΛΕ ΣΤΟ ΝΑ ΣΥΝΤΗΡΗΘΕΙ Η ΦΗΜΗ ΤΗΣ ΚΑΚΗΣ ΠΟΙΟΤΗΤΑΣ ΥΠΗΡΕΣΙΩΝ ΠΟΥ ΠΡΟΣΦΕΡΟΝΤΑΙ ΑΠΟ ΤΑ Μ.Μ.Μ. ΤΟ ΔΗΜΟΣΙΟ ΑΥΤΟ ΑΓΑΘΟ ΠΟΥ ΕΓΩ ΠΛΗΡΩΝΩ ΓΙΑ ΝΑ ΕΞΥΠΗΡΕΤΟΥΜΑΙ .",29
"Τα βραδινά δρομολόγια πολλών λεωφορείων και ιδιαιτέρως των μη κεντρικών γραμμών εκτελούνται χωρίς ακρίβεια. Η ώρα αποχώρησης από την αφετηρία του 126 κατα το χειμερινό πρόγραμμα των καθημερινών δρομολογίων αναφέρει 23:00 και 23:30. Το λεωφορείο όμως είχε περάσει ήδη νωρίτερα από το προγραμματισμένο προτελευταίο δρομολόγιο και βρισκόταν 5 στάσεις παρακάτω ενώ ήταν ακόμη 22:57, δηλαδή ο οδηγός έτρεχε υπερβολικά ώστε να έχει φτάσει στα μισά της λεωφόρου Συγγρού (Παρασκευή 21/01). Αυτό το γεγονός επαναλαμβάνεται σε καθημερινή βάση, καθώς πολλοί οδηγοί βιάζονται να εκτελέσουν τις διαδρομές τους όταν πρόκειται να τελειώσει η βάρδιά τους, με αποτέλεσμα να αναγκάζεται αρκετός κόσμος είτε να περιμένει μισή ώρα για το επόμενο δρομολόγιο είτε να πληρώνει ταξί. Θα ήθελα λοιπόν να ζητήσω είτε να τηρούνται σωστά τα δρομολόγια που φαίνονται προγραμματισμένα στις εφαρμογές και στην ιστοσελίδα είτε να αλλάξουν οι ώρες που αναγράφονται ώστε να ανταποκρίνονται στις πραγματικές διαδρομές.",30
"Καλημέρα σας
Θα ήθελα να σας αναφέρω ότι σήμερα το πρωί, αν και έκανα σήμα στον οδηγό να σταματήσει, εκεινος με αγνόησε. Αυτό μου έχει συμβεί άλλες δύο φορές. Σας τονίζω ότι με είδε, στην στάση ήμουνα μόνη, ίσως θεώρησε άσκοπο να σταματήσει για έναν άνθρωπο.
 Περίμενα στην στάση , 1η Αγίας Γλυκερίας με κατευθυνση το κέντρο. 
Σήμερα ειδικά και με τέτοιο κρύο, 
, σίγουρα, δεν θα έβγαινα για βόλτα, έπρεπε να πάω στην εργασία μου. 
Επειδή μου έχει ξανασυμβεί, όπως σας προανέφερα, πάντα κάνω σήμα στον οδηγό εγκαίρως. Σήμερα λόγου χάρη, βλέποντας ότι δεν είχε σκοπό να σταματήσει, κούνησα το χέρι μου πολλές φορές πάνω κάτω. 
Αυτό έχει συμβεί και σε άλλη κυρία στην στάση αυτή . 
Σας παρακαλώ να το λάβετε σοβαρά υπ'οψιν σας.",31
"Το πρωί του Σαββάτου, έχοντας σχολασει απ' τη δουλειά μου κι έχοντας το σκυλάκι μου μαζί μου (7,5 κιλά ζυγίζει), κάνω σήμα να σταματήσει το τρόλεϊ (αριθμός τρόλεϊ 7099) μπαίνουν μέσα οι υπόλοιποι που περίμεναν στη στάση (κρατικό Νίκαιας η στάση) σκύβω να πάρω αγκαλιά το σκυλακι για να μπούμε μέσα,με το που σηκώνομαι, βλέπω τις πόρτες να κλείνουν. Κι αρχίζω και χτυπάω το τζάμι ούτως ώστε να γίνω αντιληπτή. Ενώ ακόμα οι πόρτες δεν είχαν κλείσει κι ενώ δεν είχε ακόμα κουνηθεί από τη στάση. Παρ όλα αυτά με αγνόησε, οι πόρτες δεν άνοιξαν ξανά και πήρε μπρος κι έφυγε. Δεν έχω μόνο υποχρεώσεις σαν επιβάτης. Έχω και δικαιώματα. Όπως εγώ είμαι υποχρεωμένη να επικυρώνω το εισιτήριό μου (ακόμα και για 5 στάσεις που είναι η απόσταση από το σπίτι στη δουλειά και το αντίστροφο) για να μπορέσει να πληρωθεί ο οδηγός από το κράτος, δηλαδή από μένα... έτσι είναι κι εκείνος υποχρεωμένος να με σεβαστεί κι εφόσον έκλεισε τις πόρτες πριν επιβιβαστω, να τις ανοίξει ξανά. Αυτά όλα έγιναν για κλάσματα του δευτερολεπτου. Είναι η πρώτη φορά που κάνω εγγράφως καταγγελία, γιατί είναι και η πρώτη φορά που ένιωσα προσβολή από τον άνθρωπο που είναι η δουλειά του να με αφήσει να μπω μέσα κι όχι ότι μου κάνει χάρη.",32
"Μετά την οχτάωρη εργασία μου, όπως πάντα κατευθύνθηκα προς στην στάση «Πλατεία Γλυφάδας» για να πάρω το λεωφορείο Χ96 προς αεροδρόμιο για να γυρίσω σπίτι μου! Το λεωφορείο πέρασε με σβηστά φώτα και χωρίς καμία φωτεινή ένδειξη που να σηματοδοτεί την ταυτότητα του. Δεν ήξερα πως πρέπει να διαθέτω μαντικές ικανότητες για να επιβιβαστώ! Αυτήν την στιγμή περιμένω 40 λεπτά στο κρύο για να φτάσει το επόμενο λεωφορείο!!! 
ΥΓ. Είμαι κοπέλα, 20 χρόνων και περιμένω μόνη μου!
ΥΓ2. Έχω αγοράσει εξάμηνη κάρτα για να μπορώ να χρησιμοποιώ αυτά τα λεωφορεία.",33
Ο οδηγός με κατεύθυνση προς μεταμόρφωση δεν σταμάτησε στην στάση του Ευαγγελισμού ενώ υπήρχαν άτομα για επιβίβαση,34
Θα ηταν απιστευτα εξυπηρετικο για την περιοχη των Θρακομακεδόνων και του Ολυμπιακού χωριου μια λεωφορειακη γραμμη που θα συνδεει αυτες τις περιοχες με τον σταθμο ησαπ νεας ιωνιας περιπου σαν την διαδρομη του 724 και του 740,2
"Δεύτερη φορά που δεν περνάει το λεωφορείο στην ώρα του ή μάλλον δεν πέρασε καν. Είμαι 1 τέταρτο η δέκα λεπτά πριν την συγκεκριμένη ώρα αναχώρησης από την στάση τερψιθέας Χαλάνδρι. Λεωφορείο 402. 
Ήρθε στην ώρα του το επόμενο. Αλλά για άλλη μια φορά εγώ θα αργήσω. Δηλ να είμαι μισή ώρα πριν ή μια ώρα στο σταθμό μήπως περάσει κάποιο; δηλ το προηγούμενο; Η αλλάξτε τις ώρες ή τα λεωφορεία πρέπει να περνάνε πάνω κάτω στην ώρα τους. απλά τραγικοί!!!!",7
"Ο συγκεκριμένος οδηγός του λεωφορείου Χ 95 την ώρα που έχω δηλώσει κατά τις 10 παρά είκοσι πέντε στην στάση Εθνικής Αμύνης δεν με άφησε να κατέβω με την δικαιολογία ότι το συγκεκριμένο λεωφορείο ( το οποίο να υπογραμμίσω στο σημείο αυτό το πήρα για πρώτη φορά και δεν γνώριζα την δικαιολογία που είπε ο συγεκριμενος οδηγός που κατε με και να ισχύει αυτό οφειλε να με αφήσει να κατέβω ) δεν κατεβαζει κόσμο παρά μόνο ανεβάζει εργαζόμενους διότι κατευθύνεται προς αεροδρόμιο  .Παρά τις οποίες αντιδράσεις μου που υπήρξαν εκείνη την στιγμή που γυρνούσα από το Πάντειο Πανεπιστήμιο στο οποίο φοιτώ για να πάω στο σπίτι Μ ...ο Κύριος με ειρωνικό τρόπο μου  απευθύνθηκε και μου φώναζε λέγοντας Μ γιατί να κατέβεις οχι δεν κατεβάζω κόσμο ...εσύ αυτό δεν το ήξερες πριν ανέβεις και άλλα τέτοια πράγματα .Το αποτέλεσμα ήτανε εγώ στα καλά καθούμενα ενω ήμουνα όλη μέρα στους δρόμους λόγω δουλειάς σχολών και υποχρεώσεων να βρεθώ 10 και η ώρα το βράδυ στο αεροδρόμιο ! Τοποθετήθηκα με έντονο ύφος προς τον οδηγό του συγκεκριμένου λεωφορείου για την απαράδεκτη και αδικαιολόγητη συμπεριφορά του γιατί θα μπορούσα κάλλιστα να ήμουνα κόρη του ! Από εκεί και πέρα εσείς οφείλετε να κάνετε αυτό που πρέπει και όφειλα φυσικά να κάνω αυτή την αναφορά προς την μη ανθρώπινη,προσβλητική και άκρως απερίγραπτη συμπεριφορά του συγκεκριμένου οδηγού ! Θα ήθελα να ακούσετε την αναφορά Μ και να πράξετε αναλόγως προς το συγκεκριμένο ""κύριο "" που μόνο αυτό δεν τον χαρακτηρίζει ! Σας ευχαριστώ πολύ",35
